timestamp,cpu_user_percent,cpu_system_percent,cpu_idle_percent,load_avg_1min
1754585903,0.9,0.8,97.4,0.53
1754585908,10.0,1.1,87.5,0.65
1754585913,0.4,0.6,98.1,0.92
1754585918,0.5,0.6,98.4,0.92
1754585924,0.6,0.5,98.9,1.01
1754585929,0.8,0.4,97.9,1.01
1754585934,0.8,0.3,97.9,1.25
1754585939,2.6,1.8,83.8,3.71
1754585944,0.9,0.2,98.9,3.57
1754585950,0.8,0.5,97.8,3.37
1754585955,0.9,0.2,98.9,3.34
1754585960,0.9,0.2,98.9,3.15
1754585965,1.0,0.9,98.0,3.06
1754585970,0.9,0.2,98.9,3.05
1754585976,0.8,0.3,98.1,2.97
1754585981,0.7,0.3,98.8,2.81
1754585986,0.9,0.2,98.6,2.67
1754585991,0.8,0.3,98.7,2.53
1754585997,0.8,0.3,98.2,2.41
1754586002,0.9,0.2,98.5,2.30
1754586007,1.0,0.7,98.3,2.19
1754586012,1.0,0.8,98.2,2.32
1754586017,0.8,0.5,98.0,2.21
1754586023,0.8,0.3,98.5,2.11
1754586028,0.2,0.2,99.3,2.58
1754586033,0.2,0.3,98.8,2.38
1754586038,0.0,0.2,99.5,2.19
1754586043,0.1,0.2,99.4,2.01
1754586049,0.1,0.2,99.2,1.85
1754586054,0.1,0.4,99.1,1.70
1754586059,0.1,0.3,99.5,1.57
1754586064,0.8,0.3,98.4,1.60
1754586069,0.6,0.6,98.7,1.55
1754586075,0.7,0.4,98.8,1.51
1754586080,0.7,0.7,97.7,1.63
1754586085,1.2,0.4,98.4,1.66
1754586090,3.3,1.9,94.8,1.69
1754586095,0.9,0.4,98.7,1.71
1754586101,0.8,0.4,98.8,1.73
1754586106,0.9,0.3,98.8,1.68
1754586111,0.9,0.3,98.8,1.70
1754586116,1.0,1.0,97.7,1.81
1754586122,0.8,0.5,98.4,2.06
1754586127,1.0,0.4,98.4,1.98
1754586132,1.1,0.5,98.4,1.98
1754586137,1.1,0.7,98.0,1.91
1754586142,1.0,0.6,98.2,1.83
1754586148,1.2,0.7,97.0,1.77
1754586153,1.4,0.5,98.0,1.79
1754586158,1.0,0.8,97.6,1.80
1754586163,1.2,0.9,98.0,1.82
1754586169,1.1,0.6,97.8,1.75
1754586174,0.1,0.3,99.5,1.85
1754586179,0.1,0.4,98.9,2.35
1754586184,0.6,0.4,99.0,2.16
1754586189,0.6,0.6,98.7,1.99
1754586195,0.2,0.4,99.4,1.83
1754586200,0.2,0.4,98.6,1.68
1754586205,0.4,0.4,99.2,1.54
1754586210,1.0,0.6,98.4,1.42
1754586215,0.6,0.7,98.2,1.39
1754586221,4.7,0.4,94.6,1.36
1754586226,0.8,0.8,98.0,1.33
1754586231,1.1,0.5,98.3,1.30
1754586236,1.1,0.5,98.2,1.28
1754586241,1.3,0.8,97.8,3.82
1754586247,0.8,0.4,98.6,3.59
1754586252,1.0,0.8,97.9,3.38
1754586257,0.9,0.2,98.7,3.19
1754586262,1.0,0.9,97.8,3.09
1754586268,0.9,0.3,98.5,3.00
1754586273,0.9,0.4,98.2,2.92
1754586278,0.9,0.4,98.6,2.85
1754586283,0.8,0.4,98.8,2.70
1754586288,0.8,0.4,98.3,2.56
1754586294,0.8,0.3,98.8,2.52
1754586299,0.8,0.4,98.7,2.40
1754586304,1.2,0.9,97.6,2.28
1754586309,1.2,1.1,97.6,2.50
1754586314,1.3,1.1,97.0,2.38
1754586320,1.2,1.0,97.6,2.83
1754586325,1.0,0.7,98.0,2.68
1754586330,0.9,0.9,98.0,2.71
1754586335,1.2,0.9,97.3,2.57
1754586341,1.0,0.8,98.3,2.53
1754586346,1.0,0.8,97.9,2.48
1754586351,1.0,0.9,97.7,2.53
1754586356,0.9,0.8,98.2,2.56
1754586361,1.0,0.8,98.1,2.60
1754586367,1.0,0.8,97.8,2.63
1754586372,1.0,0.7,97.7,2.58
1754586377,1.2,0.7,97.8,2.53
1754586382,1.3,1.0,97.1,2.53
1754586387,0.9,0.7,98.2,2.41
1754586393,0.9,0.4,98.6,2.38
1754586398,0.1,0.3,99.4,2.83
1754586403,0.1,0.3,99.4,2.60
1754586408,0.1,0.3,99.1,2.39
1754586413,0.3,0.5,98.8,2.28
1754586419,0.3,0.4,99.1,2.10
1754586424,0.1,0.2,99.6,1.93
1754586429,0.1,0.3,99.5,1.77
1754586434,0.7,0.4,98.8,1.87
1754586439,0.5,0.8,98.2,1.80
1754586445,0.8,0.5,98.6,1.74
1754586450,0.8,0.9,97.9,1.84
1754586455,1.2,0.7,98.1,1.93
1754586460,1.1,1.0,97.8,1.94
1754586466,1.5,0.9,97.6,1.86
1754586471,0.9,0.5,98.6,1.79
1754586476,0.7,1.1,97.9,1.89
1754586481,1.7,1.0,96.5,1.82
1754586486,1.3,0.6,98.1,1.75
1754586492,1.3,1.2,97.5,1.69
1754586497,1.4,0.7,97.9,1.72
1754586502,1.3,0.8,97.8,1.66
1754586507,0.9,0.6,98.3,1.79
1754586512,0.9,0.4,98.7,1.72
1754586518,1.0,0.6,98.2,1.83
1754586523,1.1,0.6,98.2,1.76
1754586528,1.1,0.6,98.2,1.78
1754586533,0.9,0.4,98.5,1.88
1754586538,1.1,0.8,97.8,1.89
1754586544,1.0,0.7,97.3,1.82
1754586549,1.0,0.9,98.0,1.83
1754586554,1.3,0.9,97.3,1.84
1754586559,1.0,0.9,97.8,1.94
1754586564,1.3,1.0,97.7,1.94
1754586570,1.8,1.5,96.5,1.95
1754586575,1.5,1.3,97.2,1.87
1754586580,1.6,1.3,96.7,1.88
1754586585,1.2,1.4,96.8,1.89
1754586590,1.0,0.9,98.0,1.98
1754586596,1.0,0.8,97.8,1.98
1754586601,1.0,0.9,97.6,2.06
1754586606,1.0,0.9,97.9,2.22
1754586611,1.0,0.9,97.5,2.28
1754586617,1.3,1.0,97.4,2.26
1754586622,1.1,1.1,97.5,2.24
1754586627,1.3,1.0,97.3,2.14
1754586632,0.4,0.8,98.8,2.60
1754586637,0.2,0.6,99.1,2.47
1754586643,0.1,0.4,99.5,2.35
1754586648,0.1,0.5,98.8,2.16
1754586653,0.1,0.4,99.5,1.99
1754586658,0.2,0.5,99.2,1.83
1754586663,0.4,0.5,98.6,1.68
1754586669,1.0,0.7,98.1,4.27
1754586674,0.7,0.8,98.2,4.25
1754586679,1.0,0.6,98.1,4.07
1754586684,1.2,1.2,97.5,3.82
1754586690,1.4,0.8,97.7,3.60
1754586695,16.1,3.2,80.4,3.55
1754586700,0.9,0.6,98.3,3.42
1754586705,1.0,0.6,98.3,3.23
1754586710,1.1,0.7,98.1,3.05
1754586716,1.4,0.9,97.6,2.97
1754586721,1.3,1.4,96.9,2.81
1754586726,0.9,0.3,98.7,2.66
1754586731,1.2,0.6,97.4,2.53
1754586737,1.5,0.7,97.4,2.49
1754586742,1.0,0.6,98.1,2.45
1754586747,1.1,0.6,98.2,2.33
1754586752,1.5,0.8,97.5,2.28
1754586757,1.0,0.6,98.0,2.34
1754586763,1.4,1.0,97.4,2.31
1754586768,1.6,1.4,95.8,2.37
1754586773,1.2,0.7,97.6,2.34
1754586778,1.2,0.5,98.1,2.23
1754586783,0.6,0.7,98.5,2.69
1754586789,0.1,0.4,99.0,2.72
1754586794,0.1,0.5,98.6,2.58
1754586799,0.4,0.5,98.5,2.45
1754586804,0.1,0.4,99.4,2.26
1754586810,0.1,0.4,99.4,2.15
1754586815,0.1,0.4,99.5,2.06
1754586820,0.9,0.6,98.4,2.30
1754586825,0.9,1.1,97.3,2.35
1754586830,0.9,0.9,98.2,2.33
1754586836,0.8,1.0,98.1,2.30
1754586841,1.3,0.6,97.4,2.19
1754586846,1.1,0.6,98.3,2.10
1754586851,0.9,0.4,98.7,2.01
1754586856,0.9,0.4,98.5,2.09
1754586862,1.3,0.5,97.7,2.08
1754586867,0.9,0.9,98.0,2.08
1754586872,1.0,1.2,97.6,1.99
1754586877,1.2,0.6,98.1,1.98
1754586883,1.3,1.1,97.5,1.91
1754586888,1.4,1.0,97.2,1.83
1754586893,1.0,0.7,98.1,1.77
1754586898,1.1,0.8,98.0,1.70
1754586903,1.4,0.8,97.3,1.73
1754586909,1.6,1.0,97.0,1.75
1754586914,1.3,1.0,97.7,1.77
1754586919,1.3,1.0,97.5,1.87
1754586924,1.3,1.1,96.4,1.88
1754586930,1.7,1.2,95.9,1.81
1754586935,1.0,1.2,97.5,2.30
1754586940,0.5,1.0,98.3,2.36
1754586945,0.2,0.5,99.0,2.17
1754586950,0.6,0.4,99.0,2.00
1754586956,0.6,0.7,98.3,2.00
1754586961,0.5,0.6,98.5,1.84
1754586966,0.4,0.4,99.0,1.69
1754586971,1.0,0.6,98.1,1.63
1754586977,0.9,0.8,98.3,1.58
1754586982,1.3,0.8,97.6,1.54
1754586987,1.5,1.2,97.2,1.65
1754586992,1.7,1.3,96.9,1.60
1754586997,1.2,0.9,97.8,1.91
1754587003,1.0,0.5,98.4,2.00
1754587008,1.1,0.8,97.1,1.92
1754587013,1.5,0.7,97.4,2.00
1754587018,1.0,0.5,98.4,2.00
1754587024,0.9,0.3,98.6,2.08
1754587029,7.6,1.5,90.5,2.32
1754587034,0.9,0.3,98.7,2.29
1754587039,0.9,0.4,98.6,2.19
1754587044,1.7,0.7,97.6,2.09
1754587050,1.8,1.1,96.9,2.00
1754587055,1.6,1.0,97.4,2.00
1754587060,1.1,1.3,97.3,2.00
1754587065,0.9,0.3,98.7,1.92
1754587070,1.3,0.9,97.8,1.93
1754587076,1.4,1.2,97.2,1.94
1754587081,1.5,1.2,96.6,2.02
1754587086,1.4,1.0,97.6,2.02
1754587091,1.3,0.9,97.6,2.02
1754587097,1.0,0.8,97.2,2.02
1754587102,1.1,0.7,98.0,2.01
1754587107,1.2,0.7,98.1,2.01
1754587112,1.2,0.9,97.8,1.93
1754587117,1.6,1.1,97.0,1.95
1754587123,1.0,0.9,98.1,1.95
1754587128,0.9,0.6,98.1,1.88
1754587133,1.4,0.9,97.5,1.89
1754587138,0.9,0.7,98.1,1.90
1754587143,1.0,0.7,98.3,1.82
1754587149,1.4,1.0,96.8,2.00
1754587154,1.0,0.8,97.6,2.08
1754587159,1.2,0.8,97.9,2.47
1754587164,1.5,1.0,97.3,2.43
1754587169,1.0,0.7,97.6,2.48
1754587175,0.9,0.7,98.4,2.44
1754587180,0.8,0.2,98.2,2.41
1754587185,0.1,0.2,99.7,2.29
1754587190,0.1,0.3,99.4,3.07
1754587195,0.0,0.3,99.6,2.98
1754587201,0.1,0.2,99.3,2.83
1754587206,0.3,0.2,99.4,2.60
1754587211,0.4,0.4,99.2,2.39
1754587216,0.3,0.4,99.2,2.28
1754587221,0.5,0.4,98.9,2.18
1754587227,1.3,0.9,97.4,2.16
1754587232,1.4,1.0,97.5,2.23
1754587237,1.7,1.2,96.8,2.13
1754587242,1.3,1.2,97.4,2.33
1754587248,1.3,0.7,97.9,2.39
1754587253,9.3,2.1,88.0,4.84
1754587258,1.3,0.6,97.2,4.69
1754587263,1.3,0.6,97.4,4.39
1754587268,1.4,0.7,97.8,4.20
1754587274,0.9,0.2,98.9,3.94
1754587279,1.0,0.9,97.7,3.95
1754587284,1.2,0.8,97.9,3.79
1754587289,1.0,0.5,97.8,3.57
1754587294,1.5,0.7,97.8,3.36
1754587300,1.5,1.3,96.7,3.25
1754587305,1.4,0.8,97.8,3.07
1754587310,1.2,0.6,98.1,2.91
1754587315,0.8,0.2,98.9,2.99
1754587321,0.8,0.2,98.7,2.91
1754587326,1.0,0.6,98.1,2.76
1754587331,1.2,0.7,97.2,2.70
1754587336,1.5,0.9,97.4,2.64
1754587341,1.7,1.2,96.7,2.67
1754587347,1.7,1.1,97.0,2.62
1754587352,2.0,1.3,96.2,2.49
1754587357,2.0,1.4,96.1,2.37
1754587362,1.2,1.1,97.5,2.42
1754587367,1.2,0.8,97.6,2.44
1754587373,1.8,1.3,96.6,2.40
1754587378,1.5,1.2,96.9,2.61
1754587383,1.2,1.0,97.7,2.64
1754587388,1.4,1.1,96.9,2.59
1754587393,1.0,0.8,97.8,2.70
1754587399,1.0,0.8,97.7,2.65
1754587404,1.2,0.9,97.9,2.83
1754587409,0.9,0.9,97.9,2.85
1754587414,1.0,0.8,98.2,2.70
1754587419,1.1,0.9,97.9,2.72
1754587425,1.3,1.0,97.6,2.83
1754587430,1.3,1.2,97.2,2.84
1754587435,1.2,0.7,98.0,2.77
1754587440,0.9,0.6,98.1,2.79
1754587445,0.4,0.6,99.0,3.29
1754587451,0.2,0.5,98.6,3.03
1754587456,0.2,0.3,99.5,2.86
1754587461,0.1,0.4,99.0,2.63
1754587466,0.3,0.4,98.7,2.42
1754587471,0.4,0.6,98.5,2.23
1754587477,1.2,0.6,97.9,2.13
1754587482,1.2,1.3,96.7,2.20
1754587487,1.3,1.3,97.3,2.18
1754587492,0.7,1.0,98.0,2.17
1754587498,0.9,0.9,97.9,2.06
1754587503,1.2,0.6,98.2,2.29
1754587508,1.2,0.6,98.0,2.19
1754587513,1.3,0.6,98.0,2.09
1754587518,1.4,0.8,97.7,2.09
1754587524,1.3,0.6,98.0,2.16
1754587529,1.0,0.4,98.3,2.23
1754587534,1.2,1.0,97.5,2.37
1754587539,1.1,0.5,97.6,2.26
1754587544,0.9,0.5,98.6,2.16
1754587550,0.9,0.4,98.4,2.06
1754587555,0.9,0.4,98.4,2.06
1754587560,0.8,0.3,98.6,2.21
1754587565,0.9,0.2,98.7,2.28
1754587570,1.2,0.3,97.9,2.18
1754587576,1.2,0.4,98.1,2.08
1754587581,1.1,0.8,98.1,1.99
1754587586,1.0,0.7,98.2,1.91
1754587591,1.0,0.7,98.0,1.92
1754587596,0.9,0.2,98.7,2.09
1754587602,0.9,0.2,98.6,2.08
1754587607,0.1,0.2,99.7,2.07
1754587612,0.3,0.3,99.4,2.63
1754587617,0.3,0.4,98.6,2.50
1754587622,0.4,0.4,98.9,2.34
1754587628,0.7,0.5,98.7,2.23
1754587633,0.7,0.6,98.7,2.13
1754587638,0.9,0.7,97.5,1.96
1754587643,1.5,0.8,97.7,1.89
1754587648,1.0,1.2,97.3,1.81
1754587654,1.1,0.6,97.9,1.75
1754587659,0.6,1.1,97.5,1.69
1754587664,1.3,0.5,98.2,1.71
1754587669,1.3,0.8,97.0,1.74
1754587674,1.5,0.8,97.0,4.16
1754587680,1.7,1.0,97.0,3.91
1754587685,1.8,1.0,97.2,3.75
1754587690,1.4,1.3,96.5,3.69
1754587695,1.3,0.6,97.9,3.64
1754587701,1.0,1.0,97.8,3.51
1754587706,0.9,0.4,98.7,3.63
1754587711,1.1,0.6,98.2,3.66
1754587716,1.0,0.4,98.7,3.52
1754587721,1.1,0.6,98.3,3.48
1754587727,1.4,0.9,97.7,3.28
1754587732,0.9,0.4,98.4,3.26
1754587737,1.6,0.5,97.9,3.08
1754587742,2.0,1.3,96.3,2.99
1754587747,1.5,1.4,97.0,3.15
1754587753,1.6,1.3,96.9,3.46
1754587758,1.7,1.5,96.4,3.50
1754587763,2.0,1.3,95.9,3.30
1754587768,1.8,1.3,96.6,3.12
1754587773,0.6,1.0,98.0,3.51
1754587779,0.4,0.7,98.7,3.39
1754587784,0.4,0.7,98.5,3.27
1754587789,0.4,0.6,98.7,3.01
1754587794,0.4,0.8,98.6,2.93
1754587800,0.7,0.7,98.1,2.86
1754587805,0.7,0.8,98.5,2.71
1754587810,1.9,1.3,96.6,2.81
1754587815,2.6,2.3,94.9,2.83
1754587820,1.7,1.3,96.9,2.84
1754587826,0.8,0.9,98.1,2.69
1754587831,1.4,1.0,97.3,2.56
1754587836,1.2,0.8,97.8,2.59
1754587841,1.5,1.2,97.1,2.54
1754587846,1.5,1.7,96.4,2.50
1754587852,1.2,0.5,97.9,2.54
1754587857,1.3,0.6,97.9,2.50
1754587862,1.2,0.9,97.9,2.54
1754587867,1.2,0.6,98.1,3.06
1754587873,1.2,0.6,98.0,2.90
1754587878,1.4,0.8,96.7,2.83
1754587883,1.4,1.0,97.2,2.68
1754587888,1.5,0.9,97.3,2.63
1754587893,1.5,1.1,96.8,2.66
1754587899,1.6,0.7,97.6,2.60
1754587904,1.0,0.8,98.0,3.04
1754587909,1.3,1.3,96.7,2.95
1754587914,1.0,0.9,98.1,2.96
1754587920,1.1,1.0,97.1,2.96
1754587925,1.7,1.6,96.7,2.96
1754587930,1.2,1.4,97.1,2.97
1754587935,1.1,1.3,97.4,3.05
1754587940,1.2,1.3,97.3,3.13
1754587946,1.1,1.1,97.4,3.12
1754587951,1.1,1.0,97.7,3.11
1754587956,1.5,1.2,97.3,3.02
1754587961,1.3,1.1,97.5,3.18
1754587967,1.3,1.0,97.0,3.16
1754587972,1.7,1.5,96.4,3.15
1754587977,1.6,1.4,97.0,3.06
1754587982,1.7,1.6,96.2,2.97
1754587987,2.0,1.7,96.0,2.89
1754587993,1.5,1.3,97.1,3.40
1754587998,1.3,1.4,96.6,3.20
1754588003,1.6,1.6,96.3,3.27
1754588008,1.3,1.3,97.1,3.25
1754588013,1.1,1.0,97.4,3.23
1754588019,1.9,1.8,95.7,3.05
1754588024,1.9,1.6,96.3,3.04
1754588029,2.1,1.9,95.6,3.04
1754588034,2.6,2.5,94.8,2.96
1754588040,1.6,1.3,96.9,2.80
1754588045,0.3,0.6,98.9,3.22
1754588050,0.8,0.9,98.2,2.96
1754588055,1.8,1.7,95.3,2.88
1754588060,1.5,1.4,97.0,2.73
1754588066,1.0,1.4,97.0,2.51
1754588071,0.4,0.8,98.4,2.39
1754588076,0.5,0.8,98.7,2.36
1754588081,1.3,1.2,97.3,2.33
1754588087,0.9,1.1,97.1,2.38
1754588092,1.1,0.8,98.0,2.43
1754588097,1.6,1.5,96.5,4.96
1754588102,1.2,0.7,98.1,4.80
1754588107,12.3,3.2,84.3,4.58
1754588113,2.1,1.4,95.9,6.77
1754588118,1.5,1.0,96.6,6.31
1754588123,1.7,0.9,97.3,5.97
1754588128,1.9,1.4,96.4,5.57
1754588133,1.4,1.5,97.1,5.36
1754588139,1.4,0.9,97.2,5.25
1754588144,1.9,1.3,96.7,4.99
1754588149,2.2,1.6,95.4,4.75
1754588154,1.3,0.8,97.9,4.69
1754588160,1.1,0.7,97.9,4.48
1754588165,1.2,0.9,97.6,4.28
1754588170,1.4,1.0,96.8,4.25
1754588175,1.6,1.3,96.7,4.07
1754588180,1.5,1.4,96.7,3.91
1754588186,1.6,1.3,97.1,3.92
1754588191,1.6,1.6,96.4,3.76
1754588196,1.3,1.2,97.4,3.62
1754588201,1.1,1.1,97.3,3.57
1754588207,1.7,1.2,97.1,3.52
1754588212,1.5,1.4,97.0,3.32
1754588217,1.2,1.3,97.4,3.22
1754588222,1.5,1.2,97.0,3.20
1754588227,1.3,1.1,97.3,3.10
1754588233,1.4,1.2,97.2,3.01
1754588238,1.8,1.4,96.3,2.93
1754588243,1.4,1.2,97.4,2.93
1754588248,1.4,1.3,96.8,2.86
1754588253,1.9,1.4,96.6,2.95
1754588259,1.4,1.3,96.7,2.79
1754588264,1.0,0.9,97.6,2.81
1754588269,1.4,1.3,96.5,2.74
1754588274,1.2,1.0,97.8,2.85
1754588280,1.3,1.2,97.0,2.86
1754588285,1.5,1.3,97.2,2.79
1754588290,1.3,1.1,97.3,2.73
1754588295,1.3,1.0,97.6,2.67
1754588300,1.7,1.4,96.8,2.93
1754588306,1.5,1.3,96.6,2.94
1754588311,1.6,0.7,97.5,2.86
1754588316,0.9,0.9,98.0,3.04
1754588321,0.3,0.6,98.6,3.43
1754588327,0.4,0.6,98.9,3.24
1754588332,1.1,0.8,97.8,3.06
1754588337,1.3,1.2,97.4,2.97
1754588342,1.2,1.4,97.1,2.74
1754588347,1.0,1.2,97.6,2.60
1754588353,0.6,0.8,98.6,2.42
1754588358,0.6,1.0,98.1,2.31
1754588363,0.7,0.8,98.4,2.45
1754588368,0.5,0.9,98.2,2.33
1754588373,0.6,0.8,98.5,2.22
1754588379,0.5,0.6,98.8,2.04
1754588384,0.7,0.5,98.7,2.20
1754588389,0.7,1.0,97.9,2.10
1754588394,0.8,0.9,98.1,1.94
1754588399,0.2,0.9,98.7,1.86
1754588405,0.5,0.9,98.3,1.71
1754588410,1.0,1.0,97.1,1.65
1754588415,1.3,1.4,97.3,1.52
1754588420,1.8,2.1,95.9,1.56
1754588426,0.9,1.7,97.0,1.43
1754588431,0.5,0.8,98.7,1.56
1754588436,0.5,0.8,98.4,1.68
1754588441,0.3,1.0,98.6,1.54
1754588446,0.4,0.9,98.4,1.58
1754588452,0.4,0.9,98.2,1.53
1754588457,0.1,0.5,99.3,1.49
1754588462,0.2,0.5,99.3,1.37
1754588467,0.2,0.6,99.1,1.34
1754588472,0.4,0.8,98.1,1.23
1754588478,0.4,0.6,99.0,1.28
1754588483,0.5,0.7,98.7,1.17
1754588488,0.7,1.1,97.9,1.08
1754588493,0.5,0.9,98.3,1.07
1754588499,0.5,0.9,98.3,1.15
1754588504,0.4,1.0,98.3,1.14
1754588509,0.2,0.6,99.1,1.04
1754588514,0.4,0.6,98.9,1.12
1754588519,1.1,1.4,96.8,1.03
1754588525,1.0,1.2,97.8,1.11
1754588530,0.5,1.0,98.2,1.42
1754588535,0.6,0.8,98.4,1.47
1754588540,0.5,0.8,98.3,1.43
1754588545,0.5,0.7,98.7,1.48
1754588551,0.9,1.0,98.0,1.44
1754588556,0.9,1.2,97.7,1.32
1754588561,1.1,1.1,97.7,1.30
1754588566,1.3,1.3,96.8,1.19
1754588572,1.1,1.2,97.5,1.18
1754588577,0.7,1.1,98.0,1.40
1754588582,0.3,0.7,98.9,1.37
1754588587,0.7,0.8,98.5,1.26
1754588592,0.7,1.1,98.0,1.24
1754588598,0.5,1.0,98.4,1.20
1754588603,0.5,0.7,98.7,1.19
1754588608,0.7,0.8,98.2,1.17
1754588613,0.6,0.8,98.1,1.08
1754588619,0.4,0.6,98.8,1.15
1754588624,0.7,0.9,98.2,1.38
1754588629,1.0,1.1,97.0,1.27
1754588634,24.6,0.9,74.4,1.25
1754588639,0.8,0.9,97.9,1.31
1754588645,0.8,0.9,98.0,1.28
1754588650,0.6,0.8,98.3,1.26
1754588655,0.6,0.8,98.5,1.24
